date,hour,it_load_avg,it_load_norm
2025-01-01,0,0.7626394182595271,1.0168764430713422
2025-01-01,1,0.7432307109724581,0.9909975588199497
2025-01-01,2,0.7456815385385458,0.9942654056664607
2025-01-01,3,0.749219488771147,0.9989827834496618
2025-01-01,4,0.7526220749904042,1.003519671642221
2025-01-01,5,0.7467222569663505,0.9956530628315206
2025-01-01,6,0.7521490312867478,1.002888931888578
2025-01-01,7,0.7540427251105866,1.0054139162963418
2025-01-01,8,0.7619902800282381,1.016010905099018
2025-01-01,9,0.7604088029868037,1.0139022195128953
2025-01-01,10,0.7387823070027375,0.9850662142057449
2025-01-01,11,0.7533967931443508,1.004552653444507
2025-01-01,12,0.7272531309427834,0.9696936183725201
2025-01-01,13,0.7518840530232461,1.0025356192382882
2025-01-01,14,0.7457754353890154,0.9943906044078777
2025-01-01,15,0.7418531502455425,0.9891607680397175
2025-01-01,16,0.7452219901096404,0.9936526600351494
2025-01-01,17,0.7643603279189551,1.0191710431817325
2025-01-01,18,0.7494400650003932,0.999276891996967
2025-01-01,19,0.7350770357140833,0.9801257364407484
2025-01-01,20,0.7424712010318528,0.9899848551117639
2025-01-01,21,0.741212037624413,0.9883059311322966
2025-01-01,22,0.752463406821581,1.0033081091144018
2025-01-01,23,0.7463159648475266,0.9951113272816057
2025-01-02,0,0.7446856750222428,0.9929375564548979
2025-01-02,1,0.7456382940585093,0.9942077450053552
2025-01-02,2,0.7562612077841785,1.008371962675961
2025-01-02,3,0.7437857656653787,0.9917376491278114
2025-01-02,4,0.7617610740548302,1.0157052899558856
2025-01-02,5,0.749481885840997,0.9993326544275748
2025-01-02,6,0.7391545299821627,0.9855625231694372
2025-01-02,7,0.7328888148080819,0.9772080400323628
2025-01-02,8,0.741903154246612,0.9892274416072377
2025-01-02,9,0.7608144079636537,1.014443038851991
2025-01-02,10,0.7602764622822563,1.013725761095337
2025-01-02,11,0.751678972741642,1.0022621724398293
2025-01-02,12,0.7645520221199267,1.0194266414534374
2025-01-02,13,0.7350895181544659,0.9801423800855341
2025-01-02,14,0.7412449190709594,0.9883497740908515
2025-01-02,15,0.7288230221859868,0.9717868558648081
2025-01-02,16,0.7705358395423987,1.027405252092838
2025-01-02,17,0.7458569720165493,0.9944993224649328
2025-01-02,18,0.7444122885575728,0.9925730326063772
2025-01-02,19,0.7487261117183793,0.9983249319270427
2025-01-02,20,0.7396280169868775,0.986193854005042
2025-01-02,21,0.7322762956673939,0.9763913286610606
2025-01-02,22,0.7526997566675557,1.0036232496446982
2025-01-02,23,0.748354090708697,0.9978288922626665
2025-01-03,0,0.7617094561348283,1.0156364644459086
2025-01-03,1,0.7544723831400009,1.0059868071255165
2025-01-03,2,0.752068011217252,1.0027809025917522
2025-01-03,3,0.7598025037443403,1.0130938015340292
2025-01-03,4,0.7437400003118778,0.9916766272231344
2025-01-03,5,0.7543614848085226,1.0058389392102787
2025-01-03,6,0.7214905616036806,0.9620100121069641
2025-01-03,7,0.7324048948942019,0.9765627983244524
2025-01-03,8,0.7423016305835914,0.9897587558699079
2025-01-03,9,0.7362379536432571,0.9816736633722072
2025-01-03,10,0.7460989531405251,0.9948219715422654
2025-01-03,11,0.7637440425862144,1.0183493101030716
2025-01-03,12,0.737882042413152,0.9838658332239042
2025-01-03,13,0.7236877834258151,0.9649397100187636
2025-01-03,14,0.7655273025385785,1.020727045890149
2025-01-03,15,0.7574329292077987,1.0099342946050405
2025-01-03,16,0.7466565755596166,0.9955654855654412
2025-01-03,17,0.7513810967877305,1.0018649951719911
2025-01-03,18,0.7282524503079492,0.9710260754908017
2025-01-03,19,0.762753558551286,1.0170286337018235
2025-01-03,20,0.7532972551310965,1.0044199329760326
2025-01-03,21,0.7409524936508083,0.9879598643720678
2025-01-03,22,0.7475433415522477,0.9967478679952416
2025-01-03,23,0.7467413559245546,0.9956785287072935
2025-01-04,0,0.7822942392078884,1.043083486579251
2025-01-04,1,0.7647668024340137,1.0197130219323394
2025-01-04,2,0.754159810414771,1.0055700337022933
2025-01-04,3,0.7628964513858916,1.0172191619566122
2025-01-04,4,0.7343367145002593,0.9791386183025833
2025-01-04,5,0.7465868616154554,0.9954725314564956
2025-01-04,6,0.7659273517075635,1.0212604573114201
2025-01-04,7,0.7732428282416978,1.0310146551397716
2025-01-04,8,0.740224657150435,0.9869893929095171
2025-01-04,9,0.762225097833707,1.0163240028606573
2025-01-04,10,0.7846277475147784,1.0461949040724656
2025-01-04,11,0.752848079319898,1.0038210178265277
2025-01-04,12,0.754764126577031,1.0063758075121128
2025-01-04,13,0.743112355082782,0.9908397472602153
2025-01-04,14,0.7648384494168504,1.0198085534867272
2025-01-04,15,0.7543394030146371,1.0058094961268431
2025-01-04,16,0.7662089706707389,1.0216359580824512
2025-01-04,17,0.75197534764934,1.0026573482657044
2025-01-04,18,0.7869351475707108,1.0492715097467094
2025-01-04,19,0.7666534614180195,1.0222286263333322
2025-01-04,20,0.736742708040229,0.98234668504343
2025-01-04,21,0.7407257991983222,0.9876575980021571
2025-01-04,22,0.7332070246022417,0.977632329724042
2025-01-04,23,0.7552412292047781,1.0070119592916662
2025-01-05,0,0.7578454479819767,1.0104843325571091
2025-01-05,1,0.7429923384679589,0.9906797213482722
2025-01-05,2,0.7552205605519845,1.006984400440612
2025-01-05,3,0.7388611821137844,0.9851713834907935
2025-01-05,4,0.7403096254240236,0.9871026866021221
2025-01-05,5,0.7387770715929448,0.9850592334953848
2025-01-05,6,0.7215752488769097,0.9621229311236223
2025-01-05,7,0.7227673403423787,0.963712423746477
2025-01-05,8,0.7527603380316132,1.0037040266941455
2025-01-05,9,0.7646651276097522,1.0195774523155985
2025-01-05,10,0.75259051773579,1.0034775943143819
2025-01-05,11,0.7392317387072237,0.9856654705543144
2025-01-05,12,0.7386296123457696,0.9848626165474861
2025-01-05,13,0.7688418408048455,1.0251465340544474
2025-01-05,14,0.7564475369905701,1.0086204074535314
2025-01-05,15,0.759437040886092,1.0126065062769622
2025-01-05,16,0.7537939008393566,1.0050821428083472
2025-01-05,17,0.7297469163481196,0.973018743683442
2025-01-05,18,0.7556300062372663,1.007530340844572
2025-01-05,19,0.7581759659827737,1.0109250335764566
2025-01-05,20,0.735015338760283,0.9800434719033712
2025-01-05,21,0.743208641179673,0.9909681317383574
2025-01-05,22,0.7317455318452101,0.9756836269416228
2025-01-05,23,0.7650246051034173,1.0200567668990965
2025-01-06,0,0.7375194503721085,0.9833823658130225
2025-01-06,1,0.7822480351223701,1.04302187968481
2025-01-06,2,0.7469702803347756,0.9959837684240249
2025-01-06,3,0.7481714235623289,0.9975853303464877
2025-01-06,4,0.7259141372436384,0.9679082515038774
2025-01-06,5,0.7510263793025146,1.0013920274155057
2025-01-06,6,0.7591558887803912,1.0122316279971855
